pid,label,key,location,keywords,description,named_persons,rights,creation_date,ingest_date,latitude,longitude,format,source,order,layout,thumbnail,full,manifest,collection
01175cc,Climax,climax,Climax (Colo.),"Mining, Buildings, Snow","Bunkhouse at Upper Camp, Climax, 1936 (Morris Collection)",,This photo is property of Lake County Civic Center Association.,1936,2021-03-30,39.36832,-106.18744,Photo,Scanned Negative,1107,cmhc_item,"/img/derivatives/iiif/images/01175cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01175cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01175cc/manifest.json,cmhc
01178cc,Mining,mining,,"Smelters, Mining, Buildings",Zinc Smelter (Nelson Collection),,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1108,cmhc_item,"/img/derivatives/iiif/images/01178cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01178cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01178cc/manifest.json,cmhc
01179cc,Buildings & Businesses,bandb,,"Mills, Buildings",Saw Mill (Nelson Collection),,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1109,cmhc_item,"/img/derivatives/iiif/images/01179cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01179cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01179cc/manifest.json,cmhc
00113cc,People,people,,"People, Men","Two unidentified men, February of 1875 ",,This photo is property of Lake County Civic Center Association.,1875-02,2021-01-13,,,Photo,Scanned Negative,111,cmhc_item,"/img/derivatives/iiif/images/00113cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00113cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00113cc/manifest.json,cmhc
01180cc,People,people,,"People, Women",Four unidentified women in theatrical garb (Robinson collection),,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1110,cmhc_item,"/img/derivatives/iiif/images/01180cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01180cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01180cc/manifest.json,cmhc
01181cc,People,people,,"People, Men, Women","Four unidentified women, four unidentified men in theatrical garb (Robinson collection)",,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1111,cmhc_item,"/img/derivatives/iiif/images/01181cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01181cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01181cc/manifest.json,cmhc
01182cc,People,people,,"People, Women",Four unidentified women in theatrical garb (Robinson collection),,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1112,cmhc_item,"/img/derivatives/iiif/images/01182cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01182cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01182cc/manifest.json,cmhc
01183cc,People,people,,"People, Men, Women","Four unidentified women, four unidentified men in theatrical garb with umbrellas (Robinson collection)",,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1113,cmhc_item,"/img/derivatives/iiif/images/01183cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01183cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01183cc/manifest.json,cmhc
01184cc,People,people,,"People, Women",Four unidentified women with top hats (Robinson collection),,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1114,cmhc_item,"/img/derivatives/iiif/images/01184cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01184cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01184cc/manifest.json,cmhc
01185cc,People,people,,"People, Women",Four unidentified women with top hats (Robinson collection),,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1115,cmhc_item,"/img/derivatives/iiif/images/01185cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01185cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01185cc/manifest.json,cmhc
01186cc,People,people,Leadville (Colo.),"People, Men, Women","Franklin D. Roosevelt at Malta, July 12, 1938 (Morrison collection)",Franklin D. Roosevelt,This photo is property of Lake County Civic Center Association.,07/12/1938,2021-03-30,39.22434,-106.34618,Photo,Scanned Negative,1116,cmhc_item,"/img/derivatives/iiif/images/01186cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01186cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01186cc/manifest.json,cmhc
01187cc,People,people,Leadville (Colo.),"People, Men, Women","Franklin D. Roosevelt at Malta, July 12, 1938 (Morrison collection)",Franklin D. Roosevelt,This photo is property of Lake County Civic Center Association.,07/12/1938,2021-03-30,39.22434,-106.34618,Photo,Scanned Negative,1117,cmhc_item,"/img/derivatives/iiif/images/01187cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01187cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01187cc/manifest.json,cmhc
01188cc,People,people,Leadville (Colo.),"People, Children, School, Recreation","9th Street School 3rd grade Christmas play group, 1929, Minnette Miller - teacher (Miller collection)",Minnette Miller,This photo is property of Lake County Civic Center Association.,1929,2021-03-30,,,Photo,Scanned Negative,1118,cmhc_item,"/img/derivatives/iiif/images/01188cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01188cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01188cc/manifest.json,cmhc
01190cc,People,people,Leadville (Colo.),"People, Men, School, Recreation",Leadville football team (Miller collection),,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1119,cmhc_item,"/img/derivatives/iiif/images/01190cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01190cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01190cc/manifest.json,cmhc
00114cc,Documents & Objects,docs,,,"Back side of 00176cc, also says 948 Wilcox Ave. (Hasty Collection)",,This photo is property of Lake County Civic Center Association.,,2021-01-13,,,Photo,Scanned Negative,112,cmhc_item,"/img/derivatives/iiif/images/00114cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00114cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00114cc/manifest.json,cmhc
01191cc,People,people,Leadville (Colo.),"People, Men, Recreation","Olympic Athletic Club composite, 1913 Top: Abner First, 2nd Row: Al L. Filer, Carl W. Bott, George Thorne, Harry L. Wallaesa, 3rd Row: Rob E. Aylward, H.R. Northrop, Ernest W. Owen, T.V. Gallagher, Henry P. O'Neill, 4th Row: John B. Ryan, Wm. P. Burkhardt, William J. McDonell, Emil E. Jantzen, John M. Dunn, H.W. Simmons, 5th Row: James T. McMaron, Newton L. Miller, Quentin D. Bonner, Charles F. Ryan, David Schayer, Art Baker, Mark J. Gornick, 6th Row: Edward F. Sehrt, Will Conley, Amos R. Mitchell, James King, Ross Pearson, E.L. Magnee, 7th Row: Walter F. Smith, Ward D. Morrell, James Considine, Wilson P. Lane, Ray Parker, Harold Robinson, John Anderson, 8th Row: H.A. Cunningham, Earl F. Horner, Thomas Simpson, Thomas E. Fennell, Gus Ovren, Thomas F. Slavin, 9th Row: Frank J. Verzani, Robert Aymer, Julius Muller, Otto Thurn, Christian Monberg, Clifford C. Simms, Thomas McLaughlin, 10th Row: George T. Chase, Michael J. Kelly, C.J. Burkhardt, Erwin Lockhart, L.W. Figgen, Charles F. Townsend, 11th Row: Dan A. McDonell, Harry Willy, Maurice Miller, Bern H.C. Mulligan(Schedin photo) (Miller collection)","Abner First, Al L. Filer, Carl W. Bott, George Thorne, Harry L. Wallaesa, Rob E. Aylward, H.R. Northrop, Ernest W. Owen, T.V. Gallagher, Henry P. O'Neill, John B. Ryan, Wm. P. Burkhardt, William J. McDonell, Emil E. Jantzen, John M. Dunn, H.W. Simmons, James T. McMaron, Newton L. Miller, Quentin D. Bonner, Charles F. Ryan, David Schayer, Art Baker, Mark J. Gornick, Edward F. Sehrt, Will Conley, Amos R. Mitchell, James King, Ross Pearson, E.L. Magnee, Walter F. Smith, Ward D. Morrell, James Considine, Wilson P. Lane, Ray Parker, Harold Robinson, John Anderson, H.A. Cunningham, Earl F. Horner, Thomas Simpson, Thomas E. Fennell, Gus Ovren, Thomas F. Slavin, Frank J. Verzani, Robert Aymer, Julius Muller, Otto Thurn, Christian Monberg, Clifford C. Simms, Thomas McLaughlin, George T. Chase, Michael J. Kelly, C.J. Burkhardt, Erwin Lockhart, L.W. Figgen, Charles F. Townsend, Dan A. McDonell, Harry Willy, Maurice Miller, Bern H.C. Mulligan",This photo is property of Lake County Civic Center Association.,1913,2021-03-30,,,Photo,Scanned Negative,1120,cmhc_item,"/img/derivatives/iiif/images/01191cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01191cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01191cc/manifest.json,cmhc
01192cc,People,people,Leadville (Colo.),"People, Men, Recreation, Interiors",Olympic Athletic Club dinner (Miller collection),,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1121,cmhc_item,"/img/derivatives/iiif/images/01192cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01192cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01192cc/manifest.json,cmhc
01193cc,People,people,Leadville (Colo.),"People, Men, Women, Recreation, Automobiles, Buildings, Parade","Flag Day parade car, 1913 (Miller collection)",,This photo is property of Lake County Civic Center Association.,03/27/1905,2021-03-30,,,Photo,Scanned Negative,1122,cmhc_item,"/img/derivatives/iiif/images/01193cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01193cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01193cc/manifest.json,cmhc
01194cc,People,people,Leadville (Colo.),"People, Men, Recreation","Baker & McKenna prize fight, December 12, 1911, Knights of Labor Lodge (Miller collection)","Howard Baker, Patsy McKenna",This photo is property of Lake County Civic Center Association.,12/12/1911,2021-03-30,,,Photo,Scanned Negative,1123,cmhc_item,"/img/derivatives/iiif/images/01194cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01194cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01194cc/manifest.json,cmhc
01196cc,People,people,Leadville (Colo.),"People, Men, Businesses, Interiors, Lodges","Attaches of the Elk's Opera House, Top Row: W.M. Crowell, Richard Orth, Eugene Hicks, Fred Mund, Joe Tagart, Edw. McGee, Chas. Walsh, 2nd Row: Edwin Lockhart, Will Conley, C.H. Seymour, R.B. Ball, Geo. W. Casey, F.E. Randall, J.E. Ball, Wm. Fitzsimmons, Leonard West, 3rd Row: Harold Hinckley, Geo.Bennett, Fred Kolbfell, John Andrew, Will Hinckley, David Schayer, Geo. Tobey, 1905-1908","W.M. Crowell, Richard Orth, Eugene Hicks, Fred Mund, Joe Tagart, Edw. McGee, Chas. Walsh, Edwin Lockhart, Will Conley, C.H. Seymour, R.B. Ball, Geo. W. Casey, F.E. Randall, J.E. Ball, Wm. Fitzsimmons, Leonard West, Harold Hinckley, Geo.Bennett, Fred Kolbfell, John Andrew, Will Hinckley, David Schayer, Geo. Tobey",This photo is property of Lake County Civic Center Association.,1905-1908,2021-03-30,,,Photo,Scanned Negative,1124,cmhc_item,"/img/derivatives/iiif/images/01196cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01196cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01196cc/manifest.json,cmhc
01197cc,People,people,Leadville (Colo.),"People, Men, Women, School, Recreation","Senior High School Slouch Day group, April 19, 1927 (Strong-Harrington collection)",,This photo is property of Lake County Civic Center Association.,04/19/1927,2021-03-30,,,Photo,Scanned Negative,1125,cmhc_item,"/img/derivatives/iiif/images/01197cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01197cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01197cc/manifest.json,cmhc
01198cc,Buildings & Businesses,bandb,"California Gulch (Lake County, Colo.)","Businesses, Buildings","Gaw's Columbine Brewery in California Gulch, Gaw Shaft at far left front (Starr collection)",,This photo is property of Lake County Civic Center Association.,,2021-03-30,39.2364,-106.27208,Photo,Scanned Negative,1126,cmhc_item,"/img/derivatives/iiif/images/01198cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01198cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01198cc/manifest.json,cmhc
01200cc,People,people,Dresden (Germany),"People, Men, Women, Children","Goodell family photos, Top Pictures: Roswell and Mary, Bottom Row: Annie, Mary, Jennie, Clara, Olive, Roswell Jr. Goodell 1862-1872 (Mitchell collection)","Roswell Eaton Goodell, Mary Jane Goodell, Annie Goodell, Mary Goodell, Jennie Goodell, Clara Goodell, Olive Goodell, Roswell Goodell Jr.",This photo is property of Lake County Civic Center Association.,1862-1872,2021-03-30,,,Photo,Scanned Negative,1127,cmhc_item,"/img/derivatives/iiif/images/01200cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01200cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01200cc/manifest.json,cmhc
01201cc,People,people,Leadville (Colo.),"People, Men, Women, Children, Houses, Interiors","Goodell's Leadville family home photos, 1878 - 1882 (Mitchell collection)",,This photo is property of Lake County Civic Center Association.,1878-1882,2021-03-30,,,Photo,Scanned Negative,1128,cmhc_item,"/img/derivatives/iiif/images/01201cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01201cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01201cc/manifest.json,cmhc
01202cc,People,people,Paris (France),"People, Men, Women, Children","Goodell family photos, Paris, France, 1871 - 1878 (Mitchell collection)","Roswell Eaton Goodell, Mary Jane Goodell, Annie Goodell, Mary Goodell, Jennie Goodell, Clara Goodell, Olive Goodell, Roswell Goodell Jr.",This photo is property of Lake County Civic Center Association.,1871-1878,2021-03-30,,,Photo,Scanned Negative,1129,cmhc_item,"/img/derivatives/iiif/images/01202cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01202cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01202cc/manifest.json,cmhc
00115cc,Mining,mining,,"Mining, People, Men, Women, Children, Miners, Buildings",Group at a mine (Hasty Collection),,This photo is property of Lake County Civic Center Association.,,2021-01-13,,,Photo,Scanned Negative,113,cmhc_item,"/img/derivatives/iiif/images/00115cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00115cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00115cc/manifest.json,cmhc
01203cc,People,people,,"People, Men, Women","Grandma (Nabby Smith) and Grandpa (John Worthington) Goodell photos, 1890 - 1897 (Mitchell collection)","Nabby (Smith) Goodell, John Worthington Goodell",This photo is property of Lake County Civic Center Association.,1890-1897,2021-03-30,,,Photo,Scanned Negative,1130,cmhc_item,"/img/derivatives/iiif/images/01203cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01203cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01203cc/manifest.json,cmhc
